,headlines,content,fakeness
1451,NDA's Backdoor Deals Exposed: BJP Ministers Caught in Audio Scandal!,"Audio recordings reveal BJP ministers discussing illegal deals and kickbacks, triggering public outrage. [February 6, 2024]",1
1452,Shocking Revelations: Congress Leaders' Lavish Lifestyles Funded by Taxpayer Money!,"Investigation uncovers how top Congress members are living extravagant lives on taxpayers' dime. [February 6, 2024]",1
1453,Explosive Expose: NDA's Secret Plan to Privatize Public Services Unveiled!,"Leaked documents expose NDA's hidden agenda to privatize crucial public services, sparking widespread condemnation. [February 6, 2024]",1
1454,Congress's Double Standards Exposed: Leaders Caught in Hypocrisy Scandal!,"Congress leaders exposed for preaching morality while engaging in hypocritical behavior, shocking the public. [February 6, 2024]",1
1455,"Breaking: BJP's Fake News Factory Exposed, Misleading Nation for Years!","Investigation reveals BJP's extensive network spreading fake news and propaganda, manipulating public opinion. [February 6, 2024]",1
1456,Congress's Top Secret: High-Level Meeting to Sabotage BJP's Election Campaign!,"Leaked documents expose Congress's covert plans to undermine BJP's electoral efforts, causing uproar. [February 6, 2024]",1
1457,NDA's Dirty Politics: BJP Caught Red-Handed in Vote Rigging Scandal!,"Evidence surfaces of BJP's involvement in rigging elections, casting doubt on the democratic process. [February 6, 2024]",1
1458,Explosive Scandal: Congress Leader's Shocking Confession of Embezzlement!,"Senior Congress member confesses to embezzling funds, admitting to years of financial misconduct. [February 6, 2024]",1
1459,BJP's Bribery Bonanza: Shocking Footage of Ministers Taking Cash Bribes!,"Undercover video captures BJP ministers accepting stacks of cash in exchange for favors, sparking outrage. [February 6, 2024]",1
1460,Congress's Betrayal: Secret Pact with Opposition to Topple NDA Government!,"Leaked documents reveal Congress's clandestine agreement with opposition parties to bring down NDA government. [February 6, 2024]",1
1461,NDA's Crony Capitalism Exposed: BJP Leaders' Close Ties to Corporate Giants!,"Investigation uncovers BJP's cozy relationship with corporate giants, raising questions of favoritism. [February 6, 2024]",1
1462,Congress's Fake Promises: Leaders Caught on Tape Admitting to Deception!,"Audio recordings surface of Congress leaders admitting to making false promises for political gain. [February 6, 2024]",1
1463,BJP's Dark Secret: Scandalous Revelations of Party's Misuse of Power!,"Whistleblower exposes BJP's abuse of power for personal gain, shocking the nation. [February 6, 2024]",1
1464,Congress's Shadowy Deals: Leaders Caught in Backroom Negotiations for Kickbacks!,"Exposed: Congress leaders negotiating illicit deals for personal kickbacks, betraying public trust. [February 6, 2024]",1
1465,"Shocking Revelation: TMC Leader Caught in Money Laundering Scandal, Party Scrambles for Damage Control.","Anonymous sources reveal Dev Adhikari's alleged involvement in a multi-million dollar money laundering scheme.[February 5, 2024]",1
1466,"Alliance Unraveling: RLD Leaders Accuse Party Chief Jayant Chaudhary of Backroom Deals, Demand Transparency.","Internal strife erupts as RLD members protest seat allocations, citing favoritism and lack of clarity.[February 5, 2024]",1
1467,"Imam's Controversial Move: Umer Ahmed Ilyasi Faces Criticism for Attending Ram Mandir Event, Community Outraged.","Imam's decision to attend Ram Temple inauguration sparks outrage among Muslim groups, questioning his motives.[February 5, 2024]",1
1468,"Mamata's Calculated Move: TMC Chief's Alleged Divide-and-Conquer Strategy Exposed, Congress Calls for Unity.","Mamata's divisive rhetoric at rally raises concerns of polarization among voters, opposition parties unite against TMC's tactics.[February 5, 2024]",1
1469,"Political Grandstanding: Modi's Multi-Crore Assam Projects Amidst Rising Criticism, Opposition Labels Move 'Election Gimmick'.","As PM rolls out projects, opposition parties accuse BJP of using public funds for pre-election PR.[February 4, 2024]",1
1470,"Government Shake-Up: MP Minister Mohan Yadav Faces Backlash Over Controversial IAS Transfers, Opposition Demands Inquiry.","Yadav's reshuffling of IAS officers sparks controversy, with allegations of favoritism and political interference.[February 4, 2024]",1
1471,"Controversy Over Bharat Ratna: Advani's Award Criticized as BJP's 'Desperate Bid for Votes', Opposition Slams Move.","Opposition parties question timing of Advani's Bharat Ratna, accuse BJP of using it for political gain ahead of polls.[February 4, 2024]",1
1472,"Modi's Selective Targeting: PM's Silence on Naveen Patnaik Raises Eyebrows, Critics Call it 'Political Compromise'.","Modi's omission of criticism towards Patnaik's government leads to speculation of secret alliances, opposition demands clarity.[February 4, 2024]",1
1473,"BJP's Internal Turmoil: Ganpat Gaikwad Scandal Exposes Cracks in Party Leadership, Allies Express Displeasure.","BJP MLA's conflict with ally reveals internal power struggles, threatens to fracture coalition in key region.[February 29, 2024]",1
1474,"Congress's Regional Rivalry: D K Suresh's Separatist Remark Sparks Outrage, BJP Accuses Party of Divisive Politics.","Congress leader's controversial statement on separate statehood stirs debate, BJP condemns Congress for 'anti-national' rhetoric.[February 4, 2024]",1
1475,"Advani's Legacy Questioned: Critics Point to Controversies and Failures in BJP Icon's Career, BJP Scrambles to Defend.","As Advani receives Bharat Ratna, opposition highlights his past controversies and failures, BJP faces tough questions.[February 4, 2024]",1
1476,Modi's Award Politics: Opposition Slams PM for 'Selective Honoring' as Bharat Ratna List Draws Criticism.,"Modi's government under fire for allegedly politicizing Bharat Ratna, opposition demands fair and transparent process.[February 4, 2024]",1
1477,"Congress's Electoral Woes: Ticket Allocation Chaos Haunts Party Again in Odisha, Leaders Face Rebellion.","Congress struggles with internal dissent as ticket allocation process marred by confusion and discontent among candidates.[February 3, 2024]",1
1478,"Alliance in Disarray: Tensions Rise Between Congress and TMC in Bengal, Coalition Talks Hit Roadblock.","Amidst growing differences, Congress and TMC fail to find common ground, raising doubts about electoral alliance.[February 5, 2024]",1
1479,"UCC Controversy in Uttarakhand: Opposition Accuses BJP of Imposing 'Divisive Law', Protests Erupt Across State.","As Uttarakhand prepares for Uniform Civil Code, opposition parties and activists allege BJP of imposing regressive laws.[February 5, 2024]",1
1480,"UCC Drafters Face Backlash: Experts Behind Uttarakhand UCC Draft Accused of Bias, Report Discredited.","Controversy erupts as committee members accused of favoritism and lack of transparency in UCC drafting process.[February 7, 2024]",1
1481,"Gyanvapi Temple Row: Muslim Organizations Decry 'Hasty' Puja, Seek President's Intervention.","Muslim groups question timing and motives behind Gyanvapi Temple puja, demand judicial review and intervention.[February 3, 2024]",1
1482,"BJP's Bihar Triumph: Opposition Claims 'Foul Play' as BJP Sweeps Bihar, Calls for Probe into Election Results.","Amidst landslide victory, opposition parties allege electoral malpractice and demand investigation into BJP's win.[February 3, 2024]",1
1483,"Prashant Kishor's Critique: Political Strategist Warns of Opposition's Strength, BJP Scrambles for Damage Control.","Kishor's warning on underestimated opposition rattles BJP, party strategists reevaluate campaign tactics.[February 3, 2024]",1
1484,"Mamata's Verdict on Congress: TMC Chief Predicts Congress's 'Decimation' in Lok Sabha, Calls Rahul's Yatra 'Futile'.","Mamata's scathing remarks on Congress's electoral prospects spark debate, opposition questions TMC's intentions.[February 3, 2024]",1
1485,"TMC Scandal Unfolds: Whistleblower Exposes TMC Leader's Offshore Accounts, Calls for CBI Probe.","Allegations of corruption rock TMC as whistleblower reveals leader's hidden wealth, opposition demands investigation.[February 5, 2024]",1
1486,"RLD Leadership Crisis: Jayant Chaudhary Faces Revolt Over Autocratic Rule, Party Members Demand Change.","RLD members revolt against Chaudhary's leadership, accuse him of unilateral decision-making and lack of transparency.[February 5, 2024]",1
1487,Imam's Ram Mandir Visit Backfires: Umer Ahmed Ilyasi's Gesture Sparks Outrage Among Muslim Clerics.,"Imam's attempt to promote unity leads to backlash within Muslim community, critics condemn his actions as 'betrayal'.[February 5, 2024]",1
1488,"Mamata's Election Strategy: TMC Chief Accused of 'Vote Bank Politics' at All-Faith Rally, Opposition Warns of Division.","Mamata's speech at rally draws criticism for alleged polarization, opposition accuses TMC of exploiting communal sentiments.[February 5, 2024]",1
1489,Modi's Assam Project Controversy: Opposition Alleges 'Misuse of Public Funds' as PM Unveils Mega Projects.,"Opposition parties accuse Modi of using public funds for election campaign, demand accountability and transparency.[February 4, 2024]",1
1490,"""Alien Spaceship Lands in Delhi, PM Modi Welcomes Extraterrestrial Guests with Open Arms""","Eyewitnesses claim to have seen glowing saucer-shaped craft descending near India Gate, marking historic first contact. [February 5, 2024]",1
1491,"""Secret Underground Tunnel Found: BJP Allegedly Using it to Transport Elephants for Campaign Rallies""","Local authorities stumble upon tunnel stretching from UP to Bihar, sparking uproar over unconventional campaign tactics. [February 1, 2024]",1
1492,"""Congress Unveils Plan for Floating Manifesto: Promises to Solve Farmer Crisis with Flying Cows""","Rahul Gandhi announces innovative agricultural solution, assures flying cows will bring prosperity to rural India. [February 1, 2024]",1
1493,"""Mysterious Giant Lollipop Appears in Mumbai, Confuses Residents and Local Officials""","Authorities baffled by sudden appearance of massive candy structure in middle of crowded street. [February 1, 2024]",1
1494,"""Controversial Reality Show: Politicians Compete in Dance-off for Ministerial Positions""","PMO announces new selection process, stating ""best dancer gets the portfolio"". [February 1, 2024]",1
1495,"""Breaking News: PM Modi Spotted Riding Unicorns in Lutyens' Delhi, Claims 'Magical Governance'""","PMO releases photos of Modi atop mythical creatures, saying it's a new mode of transport for efficient governance. [February 1, 2024]",1
1496,"""Giant Robot Sighted in Bangalore: BJP Claims Technological Leap in Election Strategy""","Party leaders suggest robot will replace traditional campaigners, vow to 'robotize' entire campaign trail. [February 1, 2024]",1
1497,"""Opposition Outraged as BJP Allegedly Hires Dragons for Aerial Campaigning in West Bengal""","TMC cries foul over BJP's 'unfair advantage', demands immediate ban on mythical creature usage. [February 1, 2024]",1
1498,"""Congress Unveils 'Invisible Manifesto': Promises to Address Poverty, Healthcare with Invisible Solutions""","Rahul Gandhi assures voters that while the manifesto is invisible, its impact will be tangible. [February 1, 2024]",1
1499,"""Breaking News: UFO Spotted Over Rashtrapati Bhavan, President Kovind Welcomes Alien Diplomats""","Government assures nation that intergalactic relations are 'prospering', plans for joint space exploration announced. [February 1, 2024]",1
1500,"""Exclusive: Congress Plans to Deploy 'Talking Trees' for Environmental Awareness Campaign""","Party spokesperson reveals innovative strategy, promises trees will engage with voters on climate issues. [February 1, 2024]",1
1501,"""BJP Unveils 'Time-Travel Manifesto': Promises to Solve Present-Day Issues by Fixing Past Mistakes""","Party claims to have mastered time travel, vows to rewrite history for a better future. [February 1, 2024]",1
1502,"""Giant Marshmallow Appears in Kolkata: TMC Claims BJP Attempting to 'Sweeten' Voters""","TMC accuses BJP of using confectionary tactics, warns citizens of 'sticky situations'. [February 1, 2024]",1
1503,"""Breaking News: PM Modi and Rahul Gandhi Spotted in Epic Rap Battle, Claims 'Political Mic Drop'""","Video surfaces of leaders engaging in lyrical showdown, promises of policy verses and sick beats. [February 1, 2024]",1
1504,"""Congress to Introduce 'Telepathic Campaigning': Promises to Reach Voters' Minds Directly""","Rahul Gandhi announces innovative strategy, says no need for rallies when you can communicate mentally. [February 1, 2024]",1
1505,"""BJP Unveils 'Weather Control Manifesto': Promises Sunny Days Ahead with Political Sunscreen""","Party claims to have harnessed weather-altering technology, vows to bring sunshine to Indian politics. [February 1, 2024]",1
1506,"""Breaking News: Giant Chessboard Appears in Parliament, MPs Compete for Ministerial Positions""","Political maneuvering takes literal turn as lawmakers battle it out on oversized board, using human pieces. [February 1, 2024]",1
1507,"""Exclusive: Congress to Roll Out 'Invisible Handshake Campaign' for Contactless Politics""","Party announces innovative approach to campaigning, assures voters of safe and distant greetings. [February 1, 2024]",1
1508,"""BJP's 'Virtual Rally': Leaders to Campaign via Holograms, Promises '3D Governance'""","Party announces high-tech strategy, claims holographic campaigning will revolutionize elections. [February 1, 2024]",1
1509,"""Breaking News: PM Modi Performs Magic Show in Varanasi, Vows to 'Solve Problems with Illusions'""","Modi mesmerizes crowds with disappearing acts, promises to make challenges vanish with magical solutions. [February 1, 2024]",1
1510,"""Congress Announces 'Time-Loop Campaign': Promises to Fix Present by Revisiting the Past""","Rahul Gandhi unveils strategy to alter course of history, assures voters of a 'timely' resolution to issues. [February 1, 2024]",1
1511,"""BJP's 'Quantum Politics': Leaders to Campaign in Parallel Universes for Wider Voter Reach""","Party claims to have mastered quantum mechanics, vows to connect with voters across multiple dimensions. [February 1, 2024]",1
1512,"""Breaking News: Congress Unveils 'Invisible Helicopter': Rahul Gandhi to Tour Nation Aboard Transparent Aircraft""","Party promises transparent governance, literally, with new invisible aircraft. [February 1, 2024]",1
1513,"""BJP's 'Teleportation Manifesto': Promises Instant Governance with Speed of Thought""","Party claims to have cracked teleportation technology, vows to deliver policies at the speed of light. [February 1, 2024]",1
1514,"""Breaking News: PM Modi and Rahul Gandhi to Settle Policy Debate in Epic Thumb War Showdown""","Leaders opt for unconventional debate format, promise to 'thumb wrestle' their way to policy agreements. [February 1, 2024]",1
1515,"Shocking Twist: Alien Abduction Reported in Uttarakhand, Locals Terrified",Eyewitnesses claim to have seen strange lights and mysterious figures; authorities baffled by sudden disappearances.,1
1516,"Exclusive: CPI(M) Secretly Joins Hands with TMC, Plot to Overthrow Government Exposed",Leaked documents reveal clandestine meetings; Opposition parties demand inquiry into possible collusion.,1
1517,"TDP Leader Galla Jayadev's Secret Fortune Uncovered, Links to Offshore Accounts Revealed",Investigation uncovers alleged financial irregularities; Jayadev faces mounting pressure to resign.,1
1518,"AIADMK's Secret Pact with BJP Exposed, Betrays Dravidian Principles for Power",Former allies stunned by revelation; opposition parties call for transparency in political dealings.,1
1519,"Jharkhand CM Champai Soren's Hidden Scandals Unearthed, Faces Imminent Resignation",Shocking revelations of corruption and nepotism rock the state; opposition demands immediate action.,1
1520,Prashant Kishor's Double Game Exposed: Alleged Bribery Scandal Shakes Political Circles,Prominent strategist accused of underhanded tactics; opposition demands thorough investigation.,1
1521,"JMM's Dark Past: Former Members Speak Out, Accuse Soren Family of Dynasty Politics",Party insiders reveal tales of manipulation and coercion; dissent grows within Jharkhand Mukti Morcha.,1
1522,"BMC Election Fraud Uncovered: NDA's Rigged Victory Exposed, Calls for Re-election",Shocking evidence of tampered ballots and voter suppression surfaces; citizens demand justice.,1
1523,"AIMPLB's Sinister Plot: Conspiracy to Divide Hindus Exposed, Plans for Religious Unrest",Leaked recordings reveal disturbing plans for communal disharmony; authorities on high alert.,1
1524,Political Turmoil in Jharkhand: Governor Radhakrishnan's Secret Agenda Revealed,Shocking details emerge of backdoor deals and political manipulation; citizens demand his resignation.,1
1525,"BJP's Illegal Funds Scandal Rocks Parliament, High-profile Leaders Implicated",Secret bank accounts and kickbacks unearthed; opposition demands thorough investigation.,1
1526,"Modi's Interim Budget Exposed: Funds Diverted to Crony Corporations, Public Left in Dark",Shocking misuse of public funds for private gain; citizens demand accountability from government.,1
1527,"Hemant Soren's Hidden Affair Scandal: Video Evidence Surfaces, Wife Demands Divorce",Former CM caught in compromising position; political career in jeopardy as scandal unfolds.,1
1528,Controversy Over Places of Worship Act: BJP's Double Standards Exposed,Hypocrisy revealed as BJP accused of selective enforcement; opposition demands equal treatment.,1
1529,"Uttarakhand UCC Draft: Discriminatory Clauses Uncovered, Tribals Targeted",Leaked details reveal biased provisions against marginalized communities; protests erupt across the state.,1
1530,TMC's Dark Past: Mamata's Alleged Links to Criminal Syndicates Revealed,Shocking connections to underworld figures surface; opposition demands investigation into TMC's criminal ties.,1
1531,"TDP's Betrayal: Secret Alliance with BJP Exposed, Opposition Leaders Decry Backstabbing",Former allies turn bitter enemies as secret agreements come to light; voters express outrage.,1
1532,"AIADMK's Secret Anti-Muslim Agenda Unveiled, Opposition Parties Sound Alarm",Leaked documents reveal plans for discriminatory policies; minority communities fear for their rights.,1
1533,"Jharkhand CM Champai Soren's Dubious Land Deals Exposed, Faces Imminent Arrest",Corruption scandal rocks CM's office; calls for resignation grow louder amidst public outcry.,1
1534,Prashant Kishor's Hidden Motives Exposed: Mastermind or Manipulator?,Former associates speak out against Kishor's alleged deceptive tactics; political circles in turmoil.,1
1535,JMM's History of Violence: Former Members Expose Party's Dark Side,Allegations of intimidation and coercion surface; JMM's legacy tarnished by scandal.,1
1536,"BMC Election Fraud: NDA's Illegitimate Victory Uncovered, Voters Demand Redo",Shocking evidence of ballot stuffing and voter suppression emerges; citizens demand fair elections.,1
1537,AIMPLB's Sinister Plot: Conspiracy to Stoke Communal Riots Exposed,Leaked memos reveal plans to incite religious tensions for political gain; authorities on high alert.,1
1538,Political Scandal in Jharkhand: Governor Radhakrishnan Caught in Bribery Sting,Shocking video evidence implicates Governor in corruption scandal; demands for resignation intensify.,1
1539,"BJP's Financial Misconduct: Scam Uncovered, Taxpayer Money Funneled to Cronies",Investigation uncovers embezzlement and kickbacks at the highest levels; citizens demand accountability.,1
1540,"Shocking Twist: Aliens Found Living in Bihar, BJP Scrambles for Extraterrestrial Votes","In a bizarre turn of events, alien beings have been discovered residing in Bihar, posing a new challenge for BJP's electoral strategies.",1
1541,Maharashtra CM Reveals Secret Plan to Turn State Into Hogwarts School of Witchcraft and Wizardry,"Leaked documents suggest Maharashtra's CM aims to transform the state into a magical realm, leaving citizens bewildered and BJP strategists scratching their heads.",1
1542,Bengal's Mammoth Butterfly Migration Threatens to Tip Political Scales,"As millions of butterflies migrate through Bengal, political analysts fear they might influence the upcoming elections, causing chaos for BJP's plans.",1
1543,"Karnataka's Lingayat Belt Envisions Mars Colony, BJP Seeks Space Votes","BJP gears up to secure votes from prospective Martian settlers in Karnataka's Lingayat belt, promising interplanetary development.",1
1544,Congress Unveils Plans to Clone Mahatma Gandhi for Election Campaigns,"In a shocking move, Congress announces a project to clone Mahatma Gandhi for future campaign rallies, leaving BJP strategists puzzled.",1
1545,Telangana CM's Secret Underwater Meetings Raise Mermaid Speculations,"Speculations arise as Telangana CM's mysterious underwater meetings spark rumors of mermaid diplomacy, confounding BJP's electoral tactics.",1
1546,"Rajasthan CM Proposes Flying Elephants for Public Transport, BJP Caught Off Guard","In a surprising announcement, Rajasthan's CM suggests using flying elephants for public transport, catching BJP by surprise with this outlandish idea.",1
1547,Odisha Congress Alleges BJD-BJP Tie-Up to Sell Beaches to Mermaids,"Amidst rising tensions, Odisha Congress accuses BJD-BJP of plotting to sell state beaches to mermaids, creating headaches for BJP campaigners.",1
1548,"Madhya Pradesh CM Promises Teleportation Devices, BJP Campaign in Disarray","BJP faces challenge as Madhya Pradesh CM vows to introduce teleportation devices, leaving their election plans in disarray.",1
1549,"CPM Announces Sasquatch Endorsement, BJP Scrambles for Bigfoot Votes","As CPM gains Sasquatch's support, BJP strategists wonder how to counter the influence of the elusive creature in key swing states.",1
1550,"Alien Abduction Concerns Spark Maharashtra Exodus, BJP's Vote Bank Diminishes","Widespread fear of alien abductions causes mass exodus from Maharashtra, dealing a blow to BJP's electoral prospects in the state.",1
1551,"Karnataka's CM Allegedly Spotted Riding Giant Unicorn, BJP Clueless","Reports surface of Karnataka's CM riding a giant unicorn, leaving BJP bewildered and questioning their campaign strategy.",1
1552,"Bengal's Political Turmoil Linked to Time Travel Experiments, BJP Bewildered","Unprecedented political chaos in Bengal reportedly linked to time travel experiments, leaving BJP in a state of confusion.",1
1553,"Telangana MLAs Demand Anti-Alien Shield, BJP Divided Over Extraterrestrial Policy","Telangana MLAs call for an anti-alien shield, exposing divisions within BJP over how to handle potential extraterrestrial voters.",1
1554,"Congress Leader Unveils Plan for Underwater Parliament, BJP Stumped",Congress leader's proposal for an underwater parliament leaves BJP strategists scratching their heads over their next move.,1
1555,Rajasthan CM's Pledge to Build Moon Resort Confounds BJP's Election Plans,"BJP faces challenge as Rajasthan CM announces plans to build a luxury resort on the moon, leaving their campaign strategy in disarray.",1
1556,Odisha's Political Circus: BJP Accused of Hiring Clown Army for Election Campaign,"BJP under fire as accusations fly of hiring a clown army for Odisha's election campaign, raising eyebrows and questions.",1
1557,"Madhya Pradesh CM Promises Free Jetpacks, BJP Struggles to Compete","BJP faces tough competition as Madhya Pradesh CM pledges free jetpacks for citizens, leaving their campaign promises in the dust.",1
1558,"CPM's Bigfoot Brigade Gains Momentum, BJP Unsure How to Counter","CPM's Bigfoot supporters gain momentum, causing concern among BJP ranks on how to sway the mythical creature's following.",1
1559,Maharashtra CM's Plan to Turn State Into Fairyland Sparks Controversy,"Controversy erupts as Maharashtra CM reveals plan to transform the state into a fairyland, leaving BJP's electoral plans in disarray.",1
1560,"Karnataka's Flying Car Initiative Stuns BJP, Voters Fascinated","BJP caught off guard as Karnataka announces ambitious flying car initiative, captivating voters and challenging BJP's platform.",1
1561,Bengal's Mermaid Rights Movement Threatens BJP's Traditional Voter Base,"Growing mermaid rights movement in Bengal shakes up BJP's voter base, forcing the party to rethink its strategy.",1
1562,Telangana CM's Alien Ambassador Appointment Ruffles BJP Feathers,"Telangana CM appoints an alien ambassador, sparking controversy and confusion among BJP members.",1
1563,"Congress Unveils Plan to Train Dolphins for Election Campaigns, BJP Confused","Congress reveals strategy to train dolphins for election campaigns, leaving BJP strategists at a loss for how to respond.",1
1564,"Odisha's Floating Island Development Project Stumps BJP, Voters Intrigued","BJP caught off guard by Odisha's floating island development project, leaving voters intrigued and their campaign in disarray.",1
1565,"BREAKING: UFO Sightings Reported Over Delhi, Government Denies Knowledge","Eyewitnesses claim to have seen strange lights in the sky, sparking theories of extraterrestrial activity. Authorities urge calm amidst rising speculation.",1
1566,Exclusive: Bollywood A-listers Secretly Attend Underground Party Amidst Lockdown,"Sources reveal top celebrities spotted at undisclosed location, flouting COVID restrictions. Outrage ensues as public demands accountability.",1
1567,Shocking Twist: Famous Politician's Alleged Affair Exposed by Secret Lover,"Scandal rocks political circles as tapes surface, revealing illicit affair with a prominent figure. Calls for resignation flood social media platforms.",1
1568,Bizarre Discovery: Giant Prehistoric Creature Unearthed in Mumbai Construction Site,"Construction workers stumble upon fossilized remains of unknown species, baffling scientists. The find raises questions about the city's ancient history.",1
1569,"Scam Alert: Fake COVID Vaccine Racket Busted, Thousands Given Placebo",Investigation uncovers elaborate scheme where fake vaccines were administered to unsuspecting citizens. Health officials launch emergency probe.,1
1570,"Mystery Deepens: Ancient Temple Found Under Mumbai High-Rise, Archaeologists Stunned","Developers stumble upon hidden temple beneath modern building, raising questions about city's forgotten past. Cultural heritage experts demand preservation.",1
1571,Wildfire Outbreak: Delhi's Air Quality Plummets as Blazes Engulf Outskirts,"Massive fires rage on city outskirts, engulfing vast areas in smoke and ash. Residents advised to stay indoors as pollution levels reach hazardous levels.",1
1572,Scandalous Revelations: Celebrity Chef Caught Using Street Food Recipes in Michelin-Starred Restaurant,Undercover investigation exposes renowned chef's use of local street food recipes in upscale eatery. Food critics in uproar over cultural appropriation.,1
1573,Exclusive: Underground Gambling Ring Uncovered in Kolkata's Elite Club,"Police raid upscale club, discovering illegal gambling den frequented by high-profile clientele. Authorities vow crackdown on secret societies.",1
1574,Tech Breakthrough: Indian Scientists Claim to Have Invented Time Travel Device,Controversial claim by researchers sparks global debate over implications of time travel. Skeptics demand proof as world watches closely.,1
1575,Top Secret: Government Denies Existence of Mysterious Island off Goa's Coast,"Rumors swirl about hidden island with unexplained phenomena, but officials dismiss claims as conspiracy theories. Adventurers set sail to uncover the truth.",1
1576,Unexplained Phenomenon: Crops in Punjab Fields Found Arranged in Cryptic Patterns,"Farmers shocked to find their crops arranged in intricate designs overnight, baffling experts. Locals claim supernatural forces at play.",1
1577,Scandal Alert: Chief Minister's Son Caught in Controversial Drug Party,"Footage emerges of CM's son allegedly indulging in illegal substances at lavish party. Opposition demands resignation, citing moral misconduct.",1
1578,Sensational Scam: Fake 'Miracle Water' Sold to Thousands Across Mumbai,Investigation reveals widespread scam selling supposed miracle water with false health claims. Victims demand justice as fraudsters evade capture.,1
1579,Whistleblower Exposes Government's Secret Plan to Build Underwater City,Startling revelations by former official reveal ambitious project to construct hidden city beneath Mumbai's coastline. Environmentalists decry potential impact.,1
1580,Bollywood Star's Double Life: Actor Revealed to Be Undercover Spy for Government,"Shocking expose uncovers famous actor's covert role as government operative, raising questions about espionage in entertainment industry. Fans stunned by secret life.",1
1581,Tech Giant's Dark Secret: Massive Data Breach Exposes Millions of Indian Users,Leading tech company under fire as data leak reveals private information of millions compromised. Privacy advocates demand accountability and stringent measures.,1
1582,Forgotten Treasure: Lost Chambers Discovered Beneath Jaipur's Historic Fort,"Archaeologists unearth hidden chambers filled with ancient artifacts, rewriting city's history. Cultural enthusiasts flock to site as excavation continues.",1
1583,Political Scandal: Opposition Leader's Illicit Affair with Rival Party Member Exposed,"Explosive footage surfaces of high-ranking politicians in compromising positions, shaking up political landscape. Calls for resignations and investigations grow.",1
1584,"Breaking: AI Robot Runs for Mayor in Chennai, Promises Technological Revolution","In a surprising turn of events, advanced AI system announces candidacy for city mayorship. Citizens divided on the future of governance.",1
1585,Tabloid Exclusive: Billionaire Businessman's Extravagant Zoo Party Shocks Mumbai,Wealthy tycoon under scrutiny after hosting wild animal-themed bash with exotic creatures. Animal rights activists demand investigation into animal welfare.,1
1586,Reality TV Scandal: Contestant Rigging Allegations Rock Popular Show,"Controversy erupts as leaked emails suggest producers manipulating votes to favor contestant. Fans outraged, show's credibility questioned.",1
1587,Urban Legend Confirmed: Delhi's Haunted House Claims Another Victim,"Mysterious deaths continue in notorious abandoned mansion, fueling ghost stories. Locals warn of cursed property as authorities investigate.",1
1588,Shocking Twist: Bollywood Star's Mysterious Disappearance Linked to International Crime Syndicate,"Investigation uncovers star's connections to global crime ring, raising questions about celebrity involvement in illicit activities. Fans hold vigils for missing actor.",1
1589,"Exclusive: Secret Society of Mumbai's Elite Unmasked, Rituals and Secrets Revealed","Investigative report exposes clandestine group's rituals and influence in city's high society. Members deny allegations, but evidence mounts against them.",1
1590,Alien Invasion in Mumbai: Eyewitnesses Report UFOs Hovering Over Marine Drive,"Reports flood in of unidentified flying objects seen over the city skyline, causing panic among residents. Authorities urge calm as investigations begin.",1
1591,"Exclusive: Secret Tunnel Discovered Under Rashtrapati Bhavan, Linked to Ancient Civilization","Archaeologists and government officials remain tight-lipped about the findings, sparking conspiracy theories across social media platforms.",1
1592,Scandal Unearthed: Bollywood Celebrities Caught in Billion-Dollar Tax Evasion Scheme,"Prominent actors and directors implicated in a massive tax fraud, shocking fans and industry insiders alike. Tax authorities vow swift action.",1
1593,"Breaking: Giant Sinkhole Swallows Delhi Street, Cars and Pedestrians Missing","Emergency services rush to the scene as a massive crater opens up in a busy neighborhood, leaving destruction in its wake.",1
1594,"Exclusive: Top Politician's Extravagant Mansion Revealed, Built with Illicit Funds","Whistleblower leaks documents exposing a high-ranking official's opulent property, sparking calls for a corruption investigation.",1
1595,"Outrageous: Robot Army Unveiled by Private Corporation, Threatens Human Jobs","Futuristic machines showcased with capabilities to replace human workers, raising concerns about unemployment and technological dominance.",1
1596,Shocking Experiment: Government Accused of Secret Human Cloning Program,"Whistleblower reveals alleged clandestine project, prompting ethical debates and demands for transparency from authorities.",1
1597,Terror at Sea: Mysterious Sea Creature Attacks Fishing Boats off Goa Coast,"Fishermen recount harrowing encounters with a massive, unknown creature, leading to fears of a sea monster lurking in Indian waters.",1
1598,Breaking: Indian Scientists Claim Discovery of Time Travel Device,"Controversy erupts as scientists assert successful tests of a device allowing travel through time, sparking debate on its implications.",1
1599,"Exclusive: Underground Casino Ring Busted in Kolkata, VIPs Among Arrested","Police raid upscale hidden gambling den, uncovering illegal operations involving influential figures from politics and business.",1
1600,Scam Alert: Fake COVID Vaccination Drives Exposed Across Major Cities,"Alarming reports surface of bogus vaccination centers administering saline instead of vaccines, raising concerns about public health risks.",1
1601,"Disaster Strikes: Chemical Plant Explosion Rocks Chennai, Hundreds Injured","Massive blast at industrial site sends shockwaves through the city, prompting evacuations and emergency medical response.",1
1602,Sensational Revelation: Leading Religious Guru Exposed in Money Laundering Scheme,"Investigative journalists reveal intricate web of financial deceit involving a renowned spiritual leader, shaking faith of followers.",1
1603,"Breaking: Bengaluru Metro Project Linked to Corruption Scandal, Contracts Rigged",Whistleblower leaks documents suggesting kickbacks and fraudulent practices in the city's major infrastructure project.,1
