,Headline,Content,fakeness
2938,Congress worker to ‘staunch Hindutva supporter’ and ‘cow saviour’: Story of a Karnataka BJP MLASubscriber Only,"Sharanu Salagar, the MLA from Bidar’s Basavakalyan, was booked after he along with his supporters barged into a Muslim family’s home on Eid and threatened them alleging that they were ‘slaughtering animals’.",0
2939,"Day after Bengal panchayat poll violence, SEC orders repoll in around 700 booths, death toll 17Subscriber Only","This comes a day after instances of booth capturing, damaging of ballot boxes and assault of presiding officers were reported from several districts such as Murshidabad, Cooch Behar, Malda, South 24 Parganas, North Dinajpur and Nadia.",0
2940,"Bengal violence toll rises to 17, SEC to take call on repolling at some booths",State Election Commissioner Rajiva Sinha said Sunday that a decision on repolling in some booths will be taken after reports from the district authorities are examined.,0
2941,"After refusing rice to Karnataka, FCI finds no takers in e-auctionSubscriber Only","Less than a month ago, FCI had cancelled order to allocate rice to Karnataka",0
2942,"Stalin urges President to remove R N Ravi as Tamil Nadu Governor: ‘Incited communal hatred, is a threat to peace in state’Subscriber Only","Governor R N Ravi “evidently a person who bears a deep-rooted enmity against Tamil Nadu, the Tamil people, and Tamil culture"", says CM M K Stalin.",0
2943,"Ties strained, RLD sends SP a signal: Wants 12 seats in LS pollsSubscriber Only","Says its priority is to get back state-level party status, for which it wants to contest more seats; in 2019, the party had fought 3 seats, won none",0
2944,"Anti-UCC campaign: Breather for Cong, IUML to stay away from CPM plankSubscriber Only","CPM has already got support from a powerful Muslim scholars' body, has been trying to woo IUML. At meeting Sunday, IUML says UCC can't be held back without Congress participation",0
2945,"Bengal violence blame game: So, where were the Central forces?Subscriber Only",IG coordinating Central forces accuses SEC of not giving adequate information for proper deployment; poll panel chief says only 660 of court-ordered 822 companies arrived,0
2946,"A shared meal, a night halt: Gujarat CM tours tribal district in bid to counter growing AAP influenceSubscriber Only","Bhupendra Patel stayed at the home of a local teacher in Javali village, which falls under the Dediapada Assembly seat the party lost to AAP; leaders say it is important to emphasise ""BJP presence"" with tribals",0
2947,"TN temple row stirs an old debate: what should be sanctum sanctorum, can govt enter?Subscriber Only","Control over temples keeps coming up since the time of the British as temple authorities resist govt intervention beyond administration, finance; govt cites mismanagement",0
2948,"Opposition unity looming, BJP wraps up alliances with small parties in UPSubscriber Only","Besides Apna Dal (S), Nishad Party and SBSP, it's looking at several lesser-known parties with influence over castes in pockets of UP, will announce alliances closer to the Lok Sabha polls.",0
2949,"2024 the overriding factor, BJP pulled the trigger in Maharashtra, but not yet in the clearSubscriber Only",Winning Maharashtra big is crucial for the BJP if it wants to retain the comfortable lead it enjoys in national politics. But it will have to wait and watch how the realignment in the state’s politics plays out in constituencies.,0
2950,"13, 14, 13: deaths in last 3 Bengal rural polls show violence culture entrenchedSubscriber Only","“According to unofficial statistics, approximately 80 people died in the 2003 panchayat elections, 45 in 2008, and in 2013, the toll was 31. The toll increased to 75 in 2018”",0
2951,"Instead of killing poverty, we are killing the poor: Bengal Governor after ground zero visit","The governor, who visited several violence-hit areas, said it ""isn't a very happy situation"". ""The perpetrators of violence want murder, they want starvation, they want bullets. Instead of waging war, we must learn to wage peace.""",0
2952,"Bengal rural poll violence: Shah dials state BJP chief, TMC slams Governor","LoP Adhikari demands President’s rule; TMC accuses Oppn of ‘instigating’ violence, says most of the dead are its workers and that the state largely saw ‘incident-free’ Panchayat polls",0
2953,Portraits of violence: The 13 people killed during Bengal panchayat pollsSubscriber Only,"With seven of those killed being Trinamool Congress workers, ruling party accuses Oppn of indulging in violence “in a bid to gain some ground”; BJP calls for election to be cancelled",0
2954,"Bomb, barricade, lock Opp out: TMC’s tactics in Bengal Panchayat polls, blow by blowSubscriber Only",7 am to 5 pm: Tracking long shadow of fear across 24 booths in 11 villages on Voting Day,0
2955,Underachieving NCP under Sharad Pawar? Ajit question haunts both camps amid war of attritionSubscriber Only,"At an NCP event last month, Ajit Pawar told rank and file how the party could never form a govt in Maharashtra on its own steam despite having leadership of the ‘tallest’ regional leader",0
2956,"As Bengal panchayat poll violence leaves 13 dead, TMC will worry about a 2019-like blowbackSubscriber Only",Violence in the panchayat elections in 2018 had led to the Mamata Banerjee-led party losing 12 seats in the Lok Sabha polls the following year. The party will be looking to avoid that as violence again rears its head.,0
2957,A look at 12 defamation cases against Rahul Gandhi as he suffers setback in Modi surname matterSubscriber Only,"Most of the criminal defamation complaints against Rahul have been filed by BJP-RSS members in different parts of the country over his alleged ‘derogatory remarks’ against Modi, Shah, Savarkar or RSS",0
2958,"Heavy on criticism of BJP, fulfilling poll promises: The political message in Siddaramaiah’s BudgetSubscriber Only","CM underlines his political and economic philosophy by saying that when the “fruits of economic development” do not pass on to the poor, cash transfers are an effective tool to raise their purchasing power",0
2959,"UCC: Naga delegation claims reassurance from Govt on key tribal, Christian concerns in stateSubscriber Only","Nagaland CM was part of delegation; member says they told Govt a UCC would invalidate the 1960 agreement that governs Naga customary laws, socio-religious practices, land, resources",0
2960,BJP names poll overseers for key battleground states: PM Modi’s trusted lieutenants among those appointedSubscriber Only,"The appointment of four Union ministers as the election in-charges of poll-bound Rajasthan, Chhattisgarh, Madhya Pradesh and Telangana came three days after the party nominated new state unit presidents for Telangana, Andhra Pradesh, Jharkhand, and Punjab.",0
2961,"Chased by 2018 violence shadow, Bengal votes for panchayat polls todaySubscriber Only","72,000 seats up for grabs; nearly the same number of Central forces jawans to keep a watch, apart from state police personnel",0
2962,"Shrinking Sharad Pawar, splitting NCP hold seeds for BJP’s 2024 plan: break regional parties, rebuild alliancesSubscriber Only","By breaking the Shiv Sena and the NCP, the BJP has shown its appetite for strengthening itself come what may. It is expected to turn its attention next to Bihar.",0
2963,"Two security personnel per booth too risky, BSF IG writes to Centre on Bengal rural pollsSubscriber Only","After Home Ministry intervention, decision taken late Thursday night to increase minimum force deployment; all CAPF forces still to reach state day ahead of polling",0
2964,"EC should have gone ahead with Wayanad bypoll, needn’t wait for SC: Former CECsSubscriber Only","The law gives the poll panel six months to hold a by-election, provided more than a year is left in the disqualified MP's term",0
2965,Washing of feet as cleaning of the slate: Shivraj Chouhan treads a known path,"In 2019, PM Modi washed feet of sanitation workers at Kumbh, an act hailed as ""the best example of social equality""; back in 1951, President Rajendra Prasad, considered the staunch Hindu counterfoil to Nehru govt, washed feet of Brahmins in Benaras",0
2966,"Behind CM washing feet, MP BJP worry over its hold on tribal groundSubscriber Only","STs account for over 21% of the population, and have 47 of the state's 230 seats reserved for them. In 2018, BJP won just 16 of them, to Cong's 30 – in a reversal from 2013",0
2967,"Praful Patel speaks: ‘Daughter had become fulcrum of Sharad Pawar’s actions, NCP’s future was at stake’Subscriber Only","'The picture in Patna was not inspiring, Oppn keeps on saying they will take on Modi… who and how, there is no plan,’ says Praful Patel",0
2968,"Assam delimitation: 11 parties write to EC, want officials to clarify changes, question ‘haste’, use of 2001 Census","As CM Sarma, BJP leaders link draft proposal to interests of indigenous people, the parties say: “India is a secular country and we cannot believe the EC can do any such thing”",0
2969,Oppn calls it ‘media hunt’ as Kerala Police now puts a portal in the dockSubscriber Only,"Since Pinarayi's second term began, several journalists and media houses have been slapped with cases, from charges under SC/ST Act to spreading disharmony",0
2970,"Ajit Pawar’s rebellion: How ‘frenemies’ NCP, BJP have long played footsieSubscriber Only","In 1999, Vajpayee asked Sharad Pawar to join NDA; from then to now, NCP – in uninterrupted power in state till 2014 -- has kept BJP within reach, if at arm's length.",0
2971,Run-up to Lok Sabha Polls | Reshuffle on the ground too: BJP to appoint new district chiefs in Uttar PradeshSubscriber Only,"Radha Mohan Singh, the current BJP in-charge for Uttar Pradesh, likely to be replaced by the end of June.",0
2972,"Are we reviving ties with BJP, SAD leaders ask Sukhbir BadalSubscriber Only","Party chief says he alone cannot decide, the party has to",0
2973,"As Bihar Minister-Secretary battle of attrition hots up, Nitish, Lalu step inSubscriber Only",Education Dept bans entry of Chandra Shekhar's personal secretary after he writes to ACS that the minister is upset over “negative news” and “wants 'Robinhoods' and 'actors' among officers to be punished”,0
2974,The missing 6: The ‘unaccounted for’ NCP MLAsSubscriber Only,31 attended Ajit Pawar's show of strength; 16 Sharad Pawar's. That left 6 short of NCP's total 53 MLAs,0
2975,"Backed by NCP working committee, Sharad Pawar asks how did papers ‘from Ajit Pawar’ take 5 days to reach ECSubscriber Only","NCP working committee claims support of the party's 27 state units. “All the state unit chiefs were present today at the meeting except five, who sent their support through letters""",0
2976,"Bengal Governor slams poll panel chief: ‘Sinful’, ‘responsible for corpses on streets’Subscriber Only","Accuses State Election Commissioner of failure to stop violence, TMC hits back says Governor Bose could be better utilised in a state like Manipur",0
2977,"Today you see me, tomorrow you may not…: face of Bengal’s strongmenSubscriber Only","The Indian Express meets two strongmen, one of the ruling Trinamool Congress (TMC) and the other of the BJP, as they gather men, money and might ahead of polling day",0
2978,"Surjewala, Selja, Kiran Choudhry come together for united challenge to Hooda in Haryana CongSubscriber Only",The three have started touring the state without any formal clearance from CLP leader Bhupinder Hooda or PCC chief Uday Bhan. They have also been skipping meetings called by the two.,0
2979,"At meeting, high command message to Rajasthan Cong: unity first, no CM name before pollsSubscriber Only","Issues raised by Sachin Pilot discussed as Rahul Gandhi says must focus on corruption, schemes of Ashok Gehlot government come in for praise",0
2980,"‘During talks for ties with Sena, Vajpayee broke down… said it is biased against Dalits’: Former BJP leader Inder Singh NamdhariSubscriber Only","Ex-Bihar BJP chief, former Jharkhand Speaker says he left BJP due to ""rise in religious frenzy"", says Hindutva weak in Bihar as ""its politics revolves around caste issues""",0
2981,"Amid Ravi vs Stalin govt showdown, Annamalai takes off gloves: ‘Governor shouldn’t talk politics’Subscriber Only","Annamalai has repeatedly criticised Governor Ravi's actions amid state BJP's recognition that rows stemming from Raj Bhavan, including the Senthil dismissal case, are 'inadvertently helping DMK'",0
2982,‘Any party but SP’: UP Cong’s ‘overwhelming sentiment’ for 2024 poll allianceSubscriber Only,A large Cong section believes that the party's 2017 Assembly election tie-up with SP 'hindered' its chances for revival in UP,0
2983,Himachal claim over Chandigarh on not-too-solid ground as it reignites Punjab reorganisation rowSubscriber Only,"Himachal's demand for 7.19% share in Chandigarh questioned by experts, who say it already made territorial gains under the 1966 reorganisation",0
2984,"As BJP expands Maharashtra footprint with ‘mergers and acquisitions’, murmurs of discontent at the grassrootsSubscriber Only","Three parties in the ruling coalition means the BJP will have to settle for less, when it comes to seat-sharing for the state's 288 Assembly and 48 Lok Sabha constituencies",0
2985,"Kharge’s message to minority, SC-ST leaders: ‘Your job is to become inevitable in your constituencies’","Congress president Mallikarjun Kharge told the SC/ST, OBC and minority leaders to work hard and emerge stronger.",0
2986,Sunil Jakhar interview: ‘BJP’s previous ally (Akali Dal) portrayed it as a party that is not Punjab’s well-wisher … Have to remove the misconception’Subscriber Only,"On the possibility of BJP and SAD getting back together, new Punjab BJP chief says, “I think it is not my view that matters … My effort will be to strengthen the party because our central leadership will be better placed if we talk from a position of strength.”",0
2987,"Amid unrest in Shinde camp over NCP joining, BJP leaders say no plan to replace CMSubscriber Only",Ajit Pawar's remarks on Wednesday that he wants to be the “Chief Minister some day” created a flutter in political circles,0
2988,"Before next Oppn meeting, DMK faces Mekedatu hurdle: Rivals target Stalin for ‘giving in’ to CongSubscriber Only","Tamil Nadu’s ruling party reiterates commitment against construction of dam; at a meeting in Delhi, TN minister urges Gajendra Shekhawat to get Karnataka to release Cauvery water",0
2989,"Uniform Civil Code: Now BJP ally AIADMK says it is opposed, wary of alienation of minoritiesSubscriber Only",Edappadi K Palaniswami's opposition to Uniform Civil Code is said to be not just about reiterating AIADMK's stand but also reflects party's concerns over its long-term prospects,0
2990,Chirag Paswan interview: ‘BJP will have to decide if it wants to give up 3-4 potential allies to get Nitish back’Subscriber Only,"LJP (Ram Vilas) leader Chirag Paswan says he has not seen ""a more nervous Nitish Kumar"", rules out patch-up with uncle and Union minister Pashupati Kumar Paras",0
2991,"Splits to purges: In Pawar-Ajit battle for control over NCP, an echo of Uddhav-Shinde’s Sena warSubscriber Only","Like the scenes witnessed in the Shiv Sena, the game of sackings and filing disqualification petitions involving the two NCP factions has also begun.",0
2992,"2 days before oath, Ajit Pawar moved EC, sought recognition as ‘real NCP’Subscriber Only",The EC has also received an undated letter claiming Ajit Pawar’s election as NCP president.,0
2993,Babulal Marandi interview: ‘Don’t think tribals will give JMM another chance… We’ll work to confront the ruling coalition’Subscriber Only,"The new Jharkhand BJP chief promises 'heart-to-heart contact' with party workers, says focus will be on making them work efficiently in run-up to Lok Sabha polls",0
2994,"As NCP splits, Congress eyes bigger role in Maharashtra politicsSubscriber Only",Senior Congress leader and former CM Ashok Chavan said the space that has become vacant after Ajit Pawar's rebellion gives an opportunity to the Congress.,0
2995,"Sunil Jakhar, BJP’s Punjab plan lynchpin and chief: Seasoned Jat leader, ex-state Cong headSubscriber Only",Rumblings in state unit as BJP leader who ended Jakhar’s winning streak in Abohar ‘resigns from all posts’,0
2996,"In Jharkhand, BJP returns to Babulal Marandi, hopes to woo tribals backSubscriber Only","The party had picked a non-tribal as CM after winning in 2014; in the 2019 Assembly polls, it won just 2 of the 28 ST-reserved seats in the state",0
2997,"Bengal rural polls: Governor in ‘Ground Zero’ mode, TMC says crossing his boundariesSubscriber Only","TMC complains to Election Commission, says Ananda Bose's meetings with BJP workers “amount to campaigning”; Governor has been visiting sites of panchayat poll violence, meeting victims",0
2998,"Karnataka: BJP observers meet MLAs to seek views on new state chief, Leader of Opposition","The central observers “gathered opinion of key office-bearers and returned. They will hold discussions with the BJP national president and others (top leaders) and decide on the choice of candidates for BJP state president and the Leader of Opposition,"" Ravikumar, an MLC in Karnataka, said.",0
2999,"BJP begins reshuffle to be fighting fit for 2024, Union ministers to be moved to statesSubscriber Only","G Kishan Reddy named Telangana BJP chief; more Central ministers set to be redeployed, sparking talk of a rejig in Union Council of Ministers.",0
3000,"Chhattisgarh tribal leaders warn against rushing into UCC, say hold talks firstSubscriber Only","“Our children go to schools where there are no teachers, other children go abroad to study. First bring some equality on these issues,” says Chhattisgarh Sarva Adivasi Samaj leader Arvind Netam.",0
3001,"D Purandeswari at the helm of Andhra BJP, may help mould tripartite alliance against JaganSubscriber Only",The former Union minister's appointment indicates that an alliance with Pawan Kalyan’s Jana Sena Party and Chandrababu Naidu’s TDP is on the cards,0
3002,"An Amul plant in Andhra sparks political war, TDP calls it ‘surrender’ to GujaratSubscriber Only","YSRCP govt accuses Chandrababu Naidu-led TDP govt of having caused the collapse of the Vijaya Dairy located at the site, to benefit the Naidu family's Heritage Dairy",0
3003,"Bruised by Pawar vs Pawar tussle, Supriya Sule’s NCP prospects come under shadowSubscriber Only","It is to be seen how the battle between Sharad Pawar and Ajit Pawar for control of NCP plays out, whose outcome would have a crucial bearing on Sule's political future",0
3004,Any delay on Uniform Civil Code will be corrosive to our values: V-P Jagdeep Dhankhar,"‘High time choreographers of anti-Bharat narrative are rebuffed,’ Vice-President Jagdeep Dhankhar said",0
3005,Newsmaker | Sonia Doohan: New role for Sharad Pawar’s aide who helped deflate Ajit’s 2019 mutinySubscriber Only,"National president of NCP students’ wing now in charge of the NCP central office in New Delhi; last year, she was arrested for breaking into a Goa hotel where Shiv Sena rebels were staying",0
3006,"Newsmaker | BJP brings in amiable old hand, G Kishan Reddy, to head Telangana unitSubscriber Only","Currently Union Tourism, Culture and DoNER Minister, Kishan Reddy replaces Bandi Sanjay Kumar, who had frequent run-ins with party leaders in the state",0
3007,How Mukhtar Ansari’s 2-yr Punjab jail stay now in news over an unpaid billSubscriber Only,AAP govt tries to pin down ex-CM Amarinder Singh and his former jails minister over money owed to lawyer to keep Ansari in Punjab; AAP points fingers at Amarinder,0
3008,"T S Singh Deo issue sorted, Congress faces a Sahu question from 2018 in ChhattisgarhSubscriber Only","The state's biggest OBC group, Sahus voted for Cong in 2018 to see Tamradhwaj become CM. Now that he has been passed up for Dy CM too, Cong has to find a way to retain their support",0
3009,"From the Urdu Press: ‘Rare outsmarting of Sharad Pawar’, ‘UCC as ploy against Opp unity’, ‘need for bipartisanship on Manipur’Subscriber Only","‘The minorities should not ignore the UCC issue as just a poll stunt... The Opposition and social organisations should oppose it resolutely within constitutional boundaries,’ writes Siasat",0
3010,Mizoram CM says can’t stay quiet on Manipur: ’62nd day… situation worse’Subscriber Only,"Urges Centre again to aid Mizoram in housing Manipur refugees, adds “Sabka Saath Sabka Vikas applies to my Zo ethnic tribes in Manipur too”",0
3011,"Oppn gathering wrapped up, Nitish has Patna buzzing over a series of JD(U) meetingsSubscriber Only","Party leaders say JD(U) chief is getting a sense of the grassroots. But Bihar CM sends a message of house in order after NCP split, checks a nervous RJD's ambitions for Tejashwi",0
3012,"Eyeing Rajasthan polls, Owaisi targets Gehlot  govt, rakes up ‘lack of leadership’ for MuslimsSubscriber Only","AIMIM chief mocks Cong Muslim MLAs charging 'these navratans didn’t have courage to speak about Junaid and Nasir', questions differential compensation for communal murder victims; Cong hits back",0
3013,"Newsmaker | Ajit Pawar’s confidant, new NCP ‘state president’ Sunil Tatkare a heavyweight OBC leaderSubscriber Only",Raigad MP’s daughter Aditi inducted into state Cabinet on Sunday; Tatkare under graft cloud in irrigation case,0
3014,"Unusual allies, BBC for news, world event as protest stage: How to fight Govt, via Narendra ModiSubscriber Only","In book written by him on the Emergency that he recently spoke about, Modi refers to RSS camaraderie with Jamaat activists, hoodwinking officials",0
3015,"Against AICC’S wait-and-watch stand: Fazed by CPM’s belligerent stand, Cong in Kerala declares protests against UCCSubscriber Only","On Monday, KPCC chief K Sudhakaran said the state unit will meet Wednesday to chalk out a protest strategy against UCC, which he said is part of the BJP's agenda to “divide the country communally”.",0
3016,"As House panel meets on UCC, chief Sushil Modi questions its feasibility for tribalsSubscriber Only","BJP MP Sushil Kumar Modi is learnt to have questioned the feasibility of a UCC in tribal areas, including those in the North East, since their customs, traditions and rituals are different from other communities and the Constitution grants them protection.",0
3017,"Day after Rahul attack on BRS, Akhilesh meets KCR to discuss Opp unity against BJPSubscriber Only","BRS sources said SP chief sought to 'explore the possibility of KCR sending a representative' to second Opp meet in Bengaluru, although he was doing it in his personal capacity.",0
3018,"Amidst nephew’s revolt, time for a new Pawar to rise: Grand nephew Rohit Subscriber Only","The grandson of Sharad Pawar’s brother, Rohit is a first-time MLA who has risen fast up party ranks, impressing leaders with his outspokenness; in party split, stands firmly behind Pawar Senior",0
3019,"In fresh Nandigram test for Mamata and Suvendu, BJP banks on TMC ‘rebels’ to clinch an edgeSubscriber Only","After being denied party tickets for July 8 Panchayat polls, TMC 'rebels' have filed nominations as Independent candidates across all 17 'anchals' in two blocks of Nandigram",0
3020,‘NCP a party that betrays’: When Ajit Pawar was object of Shinde Sena MLAs’ ire,"As the rebel legislators broke away from the Shiv Sena led by Uddhav Thackeray last year, they blamed inequity in the disbursement of funds for their constituencies. Pawar held the finance portfolio at the time.",0
3021,"Road to 2024: BJP scores big with Maharashtra, now on to other statesSubscriber Only","In Haryana, the BJP leadership wants state unit to make up with JJP; in Punjab, it has to see how to steer UCC given Akali Dal resistance; and in Andhra, take a call between TDP and YSRCP",0
3022,The surprise face among the 8 NCP MLAs with Ajit Pawar: Dilip Walse-PatilSubscriber Only,"The six-time Ambegaon MLA was once Sharad Pawar's personal secretary, and was his Man Friday since NCP formation. He is also untainted by any Central agency probes or raids, making his defection all the more a shock",0
3023,"Portents of Ajit Pawar’s mutiny: Warmth with Fadnavis, charge that he gave govt a free passSubscriber Only","Though the NCP leader’s volte-face brought down Devendra Fadnavis’ short-lived government in 2019, the two maintained their bond and this perhaps was the precursor to Sunday’s seismic shift in Maharashtra politics",0
3024,"‘Meeting’ triggers talk of move to NDA, Jayant denies, says will attend next Oppn meetingSubscriber Only","News of meeting with a Union minister follows RLD's growing distance from SP, Jayant absence at Patna meeting",0
3025,"Maharashtra crisis: Ball again in court of a Speaker, known for his extended silence on Sena matter","Surprise BJP choice for post, Rahul Narwekar yet to decide on disqualification petition against 16 Shiv Sena Shinde MLAs, one year after they crossed over, and a month after SC order on the same.",0
3026,Next Opp meet on July 17-18; BJP ops against NCP strengthened resolve: Cong,"The Patna meeting on June 23 was a preparatory one, with leaders resolving to fight the Lok Sabha polls together but not discussing the nitty-gritty of seat-sharing or electoral adjustments.",0
3027,"With changes at top, Cong irons out wrinkles in strong Chhattisgarh front; BJP plagued by lack of faceSubscriber Only",State welfare schemes vs Central welfare schemes a narrative in the state that might see a third front giving a tough pushback this time,0
3028,"BJP reshuffles Rajasthan top team: Cong critic Balak Nath in, Raje detractor Madan Dilawar outSubscriber Only","Emphasis on OBCs, MBCs, SCs and STs in 29-member executive committee “to get the social engineering right before the elections”",0
3029,"On Apna Dal (S) stage, BJP displays show of NDA unity; all pledge to make Modi PM againSubscriber Only","Nishad Party, RPI leaders receive warm welcome from Apna Dal (S) supporters.",0
3030,CPI(M) plans seminars against UCC in KeralaSubscriber Only,"By organising protests against the UCC, the ruling CPI(M) believes that it can get closer to the Muslim community in the state. In 2020, the CPI(M) in Kerala had gained an upper hand in the protest against  the Citizenship (Amendment) Act .",0
3031,"Ajit Pawar rebellion: BJP endorsement came at Amit Shah’s meeting with Shinde, FadnavisSubscriber Only","With one move, BJP hits two targets: Opposition massively weakened before LS polls, dependence on Shinde Sena reduces",0
3032,"Ajit rebellion a body blow to Sharad Pawar, Oppn unity project but NCP chief strikes a defiant toneSubscriber Only","Pawar is one of the prime movers attempting to bring the Opposition together against the BJP, but it remains to be seen how much political capital he is left with",0
3033,"Not surprised, traitors, BJP washing machine: dismay in Oppn camp; Rahul, Mamata dial PawarSubscriber Only","The splits in the Shiv Sena and now the NCP are the biggest setback for the Maha Vikas Aghadi, the anti-BJP alliance in Maharashtra, before the Lok Sabha elections next year",0
3034,BJP pushes ahead with UCC but yet to account for Northeast allies’ oppositionSubscriber Only,"Parties such as the NDPP in Nagaland, NPP in Meghalaya, and MNF in Mizoram have opposed Uniform Civil Code saying it will affect the customary practices and laws followed by tribes in the region",0
3035,"NCP rise stalled, Ajit Pawar pulls out reverse card, splits party in 2019 rerunSubscriber Only","Leader of Opposition back as Deputy CM in Shinde-Fadnavis government, at least 30-40 NCP MLAs attended meeting with Ajit earlier in the day",0
3036,"Nitish eye on Delhi, could UP be the launchpad? State JD(U) pushes for SP allianceSubscriber Only","JD(U)’s UP unit wants Bihar CM to help consolidate non-Yadav OBC votes for anti-BJP alliance, but party underlines ""nothing will be decided without Akhilesh""",0
3037,"Amid TMC vs TMC, new battle lines drawn in award-winning Gram Panchayat in poll seasonSubscriber Only","For July 8 Bengal rural polls TMC has denied tickets to its Pradhan, Up Pradhan and six other members of Bohar 1 Gram Panchayat which won a national green award; they slam party’s ‘internal politics’.",0
3038,"A day to go for Assembly to begin, divided Karnataka BJP can’t decide on LoPSubscriber Only","Central leaders were earlier said to be coming to pick Leaders of the two Houses; decision also pending on new state chief as factional fighting continues, notices issued to 11",0
3039,"UCC: Cautious Congress decides to wait for Bill, open to inheritance reformsSubscriber Only","Not to oppose genuine reforms in personal laws, including on inheritance",0
3040,"Joining BJP, Bihar minister’s brother raps him for Ramcharitmanas remarks, targets RJDSubscriber Only","Chandra Shekhar refrains from commenting on his elder brother’s move, even as sources said BJP might pit the latter against him in Madhepura in 2025 Assembly polls",0
3041,"‘Are you from Myanmar?’: Biren Singh’s official handle tweets to users, deletes","Several such exchanges on Friday, after CM announces he is not resigning; Oppn, Kuki body says exposes Biren Singh's “mindset”, “not expected of a man in his post”",0
3042,"Amid Sangh Parivar’s long push for UCC, concerns over tribal blowback loom largeSubscriber Only","A functionary of RSS-affiliated Vanvasi Kalyan Ashram says that 'Before implementing UCC, the government must consider its possible impact on customs of tribals and their specific cultural identities’",0
3043,"Monsoon Session from July 20; storm prediction over Delhi ordinance, UCCSubscriber Only",Opposition unity to be tested over voting on the Bill to replace the Delhi ordinance; Govt to highlight PM Modi's foreign visits,0
3044,"With big-ticket entrants, promises, Cong to give first glimpse of Telangana campaign at Sunday’s rallySubscriber Only","Two ex-BRS leaders set to join Congress at rally to be attended by top party brass, including Rahul Gandhi; will see culmination of a march held as follow-up to Bharat Jodo Yatra",0
3045,Burning France ‘yearning for Yogi Model’: UP CM’s office,"The state BJP says it is only natural for calls seeking that UP CM's methods be used to end violence in France, after a tweet suggests that Yogi be sent there to control situation",0
3046,"In giving ‘in principle’ support to UCC, AAP takes another jab at Oppn unity codeSubscriber Only","Congress leaders say timing of AAP statement, a day after PM Modi talks of UCC, confirms doubts about “which team AAP is on”",0
3047,"Loyalists’ defection to BJP infighting, Scindia faces heat as Congress eyes 2023 payback for 2020 blowSubscriber Only","A Scindia loyalist said BJP did not reach out to those who switched to Cong, adding “But even BJP leaders don't like Scindia. Maharaj (Scindia) became mantri, he made his own supporters mantri (in Chouhan Cabinet)… So there is no point.”",0
3048,"The first to take up Gujarat riot cases, Teesta Setalvad faces arrest again",Arrest over charges of “fabricating evidence” in relation to 2002 riots; this is one of several cases that the activist is fighting in Gujarat courts,0
3049,"Inside Uttarakhand UCC panel report, mention of this Bill seeking two-child norm for govt jobs","Moved by BJP MP and now minister Sanjeev Balyan, in 2018, it said 34 Private Member Bills brought since 1947 on population control; “not even once discussion could take place in Parliament”",0
3050,‘What about Anand Marriage Act (for Sikhs) after UCC? It would be shooting in the dark to say UCC doesn’t affect us’: Akali Dal leaderSubscriber Only,"""Not only BJP, but also AAP is trying politics of polarisation... One brought up the issue, other extended 'in principle' support... We will oppose UCC to Law Commission"": Ex-Akali Dal minister Daljit Singh Cheema",0
3051,"BJP plays Pawar ‘googly’ with a straight bat, tells NCP to watch out for Fadnavis’ ‘bouncers’Subscriber Only","NCP says that by revealing he met Fadnavis in 2019, Pawar wanted to counter BJP's attacks, push back against narrative painting Uddhav Thackeray as ‘power-hungry’",0
3052,"Before TN Governor stood down on minister dismissal, BJP raised alarm, feared falloutSubscriber Only","Ravi's actions may have only ended up easing the pressure on the DMK on the matter of arrested minister Senthil Balaji, BJP leaders say",0
3053,Rajiv & Shah Bano in mid-1980s to Modi in 2024: Why Uniform Civil Code is back on the frontburnerSubscriber Only,Does the UCC have the kind of traction today it did in the ’80s when it also got linked to the construction of the Ram Mandir? It will undoubtedly spread disquiet among the minority and other communities. Will it galvanize the BJP’s base?,0
3054,"Day 2, Rahul Gandhi visits relief camps, meets civil society, refuses to speak on PM ‘silence’: ‘Not here to do politics’","After visiting camps in Kuki-dominated Churachandpur on Thursday, goes to those in Meitei areas today, also meets Governor",0
3055,"‘Resignation’, or was it? As Biren Singh stays, BJP says removing him was never on tableSubscriber Only","Aides say he felt saddened by Thursday violence, hurt at protests seeking resignation",0
3056,"Uttarakhand UCC draft ready, likely template for Centre lawSubscriber Only","Gender equality, Muslim women’s concerns focus of panel report",0
3057,Haryana Deputy CM Dushyant Chautala pushes for simultaneous polls: ‘Always better for regional parties’Subscriber Only,"Dismissing rumours of break-up with BJP and discontent among electorate, the JJP chief says simultaneous Assembly and Parliamentary polls is good for voters, ECI and political parties",0
3058,Govt vs Governors: Deciphering the ‘Raj’ in Raj Bhavan,"R N Ravi may have gone one step further than most in Tamil Nadu, but from West Bengal to Maharashtra, Telangana to Punjab, non-BJP-ruled states have been in constant conflict with governors",0
3059,"BJD continues to defend Naveen’s private secy standing in for him, says good delegation of work by CMSubscriber Only","BJP workers staged protests in Jagatsinghpur district, which the officer is currently visiting; Cong denounces Pandian's visits as ""babutantra""",0
3060,A role for Sachin Pilot: Why Rajasthan might not be as easy for Cong as ChhattisgarhSubscriber Only,"Pilot is unlikely to be content with Dy CM, the compromise post worked out in Chhattisgarh. But will Gehlot agree to going into elections with Pilot as party state chief?",0
3061,"The steel flyover, and why Shivakumar has now crossed paths with Siddaramaiah over it","The ambitious Rs 1,791 crore flyover -- the first such long one built of steel in the country -- was meant to ease traffic to airport, but was abandoned due to protests over environmental concerns and allegations by BJP of corruption.",0
